id,districtid,regionid,udise,collegename,stream,status,medium,subject,choicecode,ReservationDetails,SC,ST,VJA,NTB,NTC,NTD,OBC,SBC,SEBC,EWS,General,round_id
3775,Thane,Aurangabad,272079590,Vivekanand Kalwa Vidyalaya,Commerce,U,Semi-English,Arts,64638,Open,74.13000000000001,73.75,77.71000000000001,,72.06,78.21000000000001,74.28,79.59,73.83,80.12,81.02000000000001,1
3776,Pune,Nagpur,272075036,Elphinstone Mulund Junior College,Arts,G,Semi-English,Science,11495,Reserved,54.11,56.04,55.07,56.46,57.54,51.23,56.51,52.019999999999996,54.57,51.47,59.1,2
3777,Mumbai,Aurangabad,272036953,Smt. Thane College of Arts & Science,Arts,A,English,Commerce,66868,Reserved,85.22999999999999,83.83999999999999,83.1,92.41999999999999,,87.11,92.17999999999999,92.35,83.97999999999999,88.72,88.52,3
3778,Nashik,Nagpur,272059691,N.S. Dadar Institute,Commerce,G,Marathi,Science,59670,Reserved,67.44,60.48,65.25,64.69,,,62.48,65.35,67.00999999999999,67.97999999999999,70.03999999999999,3
3779,Mumbai,Aurangabad,272062698,Gokhale Andheri College of Arts & Science,Commerce,G,Marathi,Commerce,87349,Open,83.42999999999999,88.16,87.32,,91.32,84.77,84.17,83.81,85.17999999999999,92.39,91.63,2
3780,Pune,Nashik,272028331,Elphinstone Mulund College of Commerce,Arts,G,Marathi,Commerce,88310,Reserved,66.35000000000001,69.99000000000001,65.86,73.91000000000001,72.9,66.2,66.69,75.53,67.05000000000001,69.88000000000001,71.85000000000001,1
3781,Nagpur,Aurangabad,272067654,Chhatrapati Borivali Institute,Science,A,Semi-English,Arts,33854,Reserved,68.02,62.33999999999999,72.75,,65.75999999999999,71.47999999999999,64.74,71.19999999999999,73.83,70.75,71.30999999999999,1
3782,Thane,Amravati,272020337,R.D. Airoli Vidyalaya,Science,G,English,Commerce,95190,Open,87.93,83.54,,94.89,87.45,94.08000000000001,91.80000000000001,87.09,93.11,85.41000000000001,91.59,1
3783,Pune,Nashik,272038446,Dr. Dadar Institute,Science,A,English,Arts,63441,Open,57.870000000000005,61.410000000000004,62.74,65.18,,61.54,60.97,,57.56,59.95,63.36,1
3784,Mumbai,Aurangabad,272055702,Tilak Thane Vidyalaya,Arts,G,English,Commerce,18870,Open,70.28,61.709999999999994,67.39,62.169999999999995,,,63.11,,69.25,61.97,67.14,3
3785,Mumbai,Nashik,272076801,Vivekanand Kalwa Institute,Arts,U,English,General,38637,Open,79.92,76.33999999999999,,72.69,79.14999999999999,80.31,77.19,73.6,72.94999999999999,79.03999999999999,79.8,3
3786,Pune,Amravati,272088588,Tilak Ghatkopar Institute,Science,U,English,General,78079,Reserved,64.92,58.88999999999999,69.66,60.88999999999999,,,62.339999999999996,64.14999999999999,68.71,69.46,66.85,3
3787,Pune,Nashik,272062552,N.S. Thane Institute,Commerce,A,Marathi,Arts,27329,Reserved,75.66999999999999,73.25999999999999,75.46,,72.02,78.16999999999999,77.47,79.91999999999999,73.63,71.99,76.94,1
3788,Pune,Aurangabad,272084494,Shree Pune Junior College,Commerce,G,English,Commerce,63708,Reserved,78.10000000000001,80.71000000000001,83.62,81.43,,77.72,81.37,74.86,80.84,82.5,81.13000000000001,1
3789,Nagpur,Nashik,272042157,Tilak Borivali Vidyalaya,Science,G,Marathi,General,81809,Reserved,65.05,63.86,71.63,62.53999999999999,65.17999999999999,68.05999999999999,70.89999999999999,,72.44999999999999,71.52,72.11999999999999,2
3790,Pune,Nagpur,272037392,Chhatrapati Thane College of Arts & Science,Arts,U,Marathi,Commerce,72437,Reserved,83.66,76.44,,81.65,80.77,,83.89,,77.42,76.44,84.13,2
3791,Nashik,Konkan,272056298,Chhatrapati Bhandup College of Commerce,Science,A,English,Arts,14426,Open,79.71000000000001,79.71000000000001,72.34,,,,79.44,74.55,74.02000000000001,79.32000000000001,78.13000000000001,2
3792,Thane,Aurangabad,272041718,K.C. Ghatkopar Institute,Science,A,English,Commerce,91893,Open,90.69,90.18,88.5,93.54,88.63,92.9,92.68,93.69,86.36,95.36,91.48,2
3793,Thane,Amravati,272091091,N.S. Mulund College of Commerce,Commerce,U,Marathi,Science,68046,Reserved,78.01,80.37,75.42,80.57000000000001,76.52,73.87,79.35000000000001,,78.13,76.28,79.52,2
3794,Nashik,Pune,272017910,Dr. Dadar Institute,Commerce,U,Marathi,Arts,67764,Reserved,92.36,87.35000000000001,87.7,95.26,89.12,,91.54,,90.47,89.55,92.51,3
3795,Mumbai,Nashik,272010932,Gokhale Mulund Vidyalaya,Science,U,Semi-English,Arts,69797,Open,96.27000000000001,92.88000000000001,94.64,,97.30000000000001,95.68,96.35000000000001,95.18,97.74000000000001,94.87,94.44000000000001,2
3796,Mumbai,Nagpur,272092133,Pt. Thane Junior College,Commerce,U,Semi-English,Science,67544,Reserved,83.77,80.6,80.53,78.8,79.83999999999999,,84.67,84.72,78.33999999999999,85.94,83.67999999999999,3
3797,Mumbai,Nashik,272053760,Rajmata Borivali Vidyalaya,Commerce,U,Semi-English,Commerce,88137,Reserved,52.54,59.129999999999995,56.72,,52.06,,57.86,57.91,55.3,52.96,57.089999999999996,1
3798,Mumbai,Aurangabad,272081375,Wilson Borivali College of Arts & Science,Science,U,Marathi,General,59097,Reserved,73.71,66.78,71.27,73.9,70.92,69.08,69.47,73.83,67.56,71.6,72.49,2
3799,Nagpur,Nagpur,272052173,Vivekanand Borivali Institute,Science,A,Semi-English,Arts,71392,Reserved,61.78,61.07,67.31,,,,67.95,63.31,58.800000000000004,60.7,65.26,1
3800,Nashik,Aurangabad,272066387,R.D. Andheri College of Arts & Science,Commerce,U,Semi-English,Arts,15358,Reserved,94.91,84.50999999999999,,90.63,88.5,,90.07,86.22999999999999,90.42999999999999,86.53,94.86,1
3801,Thane,Konkan,272021842,Gokhale Bhandup Institute,Science,U,Semi-English,General,95754,Reserved,59.870000000000005,52.790000000000006,,54.32,58.54,,53.75,,56.75,62.260000000000005,60.940000000000005,1
3802,Nashik,Amravati,272058066,R.D. Dadar College of Arts & Science,Arts,A,English,Commerce,36885,Reserved,64.33,58.99,66.89,,65.57000000000001,60.190000000000005,61.54,,60.02,67.59,64.86,1
3803,Thane,Nagpur,272092951,Pt. Kalwa Junior College,Arts,A,Semi-English,General,84645,Open,90.2,89.58,,,84.07000000000001,85.60000000000001,83.14,91.26,92.6,85.17,90.82000000000001,3
3804,Mumbai,Nagpur,272048259,Shree Ghatkopar Junior College,Arts,A,English,Commerce,84055,Open,67.42,62.93000000000001,,67.54,69.19000000000001,63.42000000000001,65.08000000000001,,71.68,65.66000000000001,70.95,2
3805,Nagpur,Nashik,272069029,N.S. Borivali Institute,Science,A,Marathi,Science,63250,Reserved,81.72000000000001,83.34,81.45,82.62,88.32000000000001,88.83000000000001,86.67,86.22000000000001,90.28,89.77000000000001,88.58000000000001,3
3806,Pune,Nashik,272097249,S.M. Andheri Vidyalaya,Arts,U,English,General,28915,Open,92.91,91.99,88.8,92.42999999999999,93.75,,93.50999999999999,88.17,90.5,87.17999999999999,94.97999999999999,1
3807,Pune,Pune,272042284,N.S. Thane College of Commerce,Commerce,G,English,Arts,59315,Open,55.93,53.13,54.410000000000004,,,,59.6,,61.99,54.57,58.940000000000005,1
3808,Mumbai,Nagpur,272021265,R.D. Borivali College of Arts & Science,Science,U,English,General,39205,Reserved,70.17999999999999,73.77,75.25999999999999,78.13,78.14,,70.97999999999999,,75.83999999999999,78.22999999999999,74.97,2
3809,Mumbai,Nashik,272095283,N.S. Borivali Institute,Science,A,English,Arts,75143,Open,83.51,80.79,,87.67,89.25,84.49000000000001,86.32000000000001,84.3,87.48,84.98,91.76,1
3810,Nashik,Nashik,272053818,Dr. Dadar College of Arts & Science,Science,G,English,Science,71398,Open,77.59,80.36,,76.21,72.89999999999999,78.09,74.02,73.14999999999999,78.73,78.49,78.88,2
3811,Nagpur,Konkan,272060572,Elphinstone Airoli College of Commerce,Commerce,U,Semi-English,Commerce,87235,Reserved,74.68,77.52000000000001,,78.82000000000001,76.47,,79.80000000000001,75.5,79.49000000000001,75.64,80.24000000000001,2
3812,Nagpur,Pune,272059227,Wilson Borivali College of Commerce,Commerce,G,English,Arts,34082,Open,91.37,91.36,84.0,89.16000000000001,84.35000000000001,,92.51,91.08000000000001,86.26,83.68,88.98,3
3813,Nashik,Nashik,272041379,Chhatrapati Dadar Vidyalaya,Science,U,English,General,68201,Reserved,85.39999999999999,87.6,87.1,,82.87,,84.84,89.23,88.25999999999999,83.36999999999999,87.92999999999999,2
3814,Nagpur,Nashik,272086648,N.S. Kalwa Junior College,Commerce,G,English,Science,19143,Open,64.6,69.62,68.6,68.23,65.22,70.23,72.56,67.69,70.97,64.88,72.13,2
3815,Nagpur,Amravati,272073877,Shree Kalwa Institute,Science,U,Marathi,Arts,97828,Open,57.67,50.97,53.11,,,,60.199999999999996,,55.83,62.8,59.769999999999996,1
3816,Pune,Nagpur,272084461,Vivekanand Bhandup Vidyalaya,Commerce,G,English,General,21193,Reserved,73.76,71.95,69.04,71.53,,75.34,69.23,69.21000000000001,75.83000000000001,76.38000000000001,74.26,2
3817,Nagpur,Nashik,272034371,Dr. Ghatkopar Vidyalaya,Science,G,English,Science,17231,Reserved,87.86,81.24,81.72,84.47999999999999,88.19,,81.11,84.58,88.19999999999999,79.82,87.24,2
3818,Mumbai,Konkan,272056801,Smt. Thane Institute,Arts,U,English,General,67383,Reserved,92.12,91.32000000000001,92.60000000000001,,90.87,94.78,88.86,,89.82000000000001,93.3,96.08,1
3819,Pune,Nashik,272055444,Tilak Borivali College of Commerce,Arts,G,Marathi,Commerce,41242,Reserved,88.2,92.54,,88.84,,,90.01,86.01,95.25,94.86,93.95,1
3820,Mumbai,Nagpur,272025163,K.C. Ghatkopar College of Arts & Science,Commerce,U,English,Arts,56870,Reserved,77.66000000000001,74.44000000000001,77.2,72.07000000000001,,71.30000000000001,77.02000000000001,,79.0,76.75,75.05000000000001,2
3821,Mumbai,Nashik,272023272,Vivekanand Pune College of Commerce,Science,U,English,General,26148,Open,55.61,55.88,63.78,60.93,59.98,,61.76,,59.92,55.46,61.08,3
3822,Nashik,Aurangabad,272059785,Gokhale Kalwa Junior College,Science,G,English,Science,27041,Open,81.41000000000001,82.18,,,86.31,85.35000000000001,82.63000000000001,85.33000000000001,88.61000000000001,88.7,88.25,1
3823,Nagpur,Nashik,272048034,Chhatrapati Airoli College of Commerce,Arts,A,Semi-English,Commerce,82600,Reserved,58.3,52.849999999999994,58.839999999999996,56.519999999999996,63.91,58.29,63.98,,58.089999999999996,63.67999999999999,63.449999999999996,3
3824,Nagpur,Pune,272042256,Wilson Mulund College of Commerce,Science,G,English,General,88259,Reserved,72.08,73.29,76.55,,79.26,79.83,70.24,78.95,74.74,78.81,76.59,2
3825,Nagpur,Nagpur,272061496,Chhatrapati Airoli Junior College,Science,A,Marathi,Arts,64977,Reserved,61.99,60.980000000000004,66.43,61.63,,64.03,65.87,60.260000000000005,67.91000000000001,65.51,66.24000000000001,2
3826,Nagpur,Nagpur,272098977,Smt. Mulund College of Commerce,Science,A,English,Science,32595,Open,71.48,65.32000000000001,,,70.29,67.29,73.71000000000001,,67.86,69.9,73.4,3
3827,Pune,Aurangabad,272090405,Gokhale Bhandup Institute,Commerce,A,English,Science,34567,Open,74.97,71.55999999999999,,72.96,78.17999999999999,,74.96,75.69,70.36,71.38,75.11,2
3828,Thane,Pune,272015582,N.S. Andheri College of Arts & Science,Commerce,U,English,Commerce,96597,Reserved,82.54,81.05000000000001,,,86.35000000000001,86.42,87.02000000000001,88.26,83.11,86.07000000000001,87.9,3
3829,Mumbai,Pune,272096510,Chhatrapati Kalwa College of Arts & Science,Arts,G,English,General,14257,Open,91.91,83.32000000000001,94.0,90.4,94.53,92.69,93.42,90.82000000000001,91.32000000000001,91.09,90.64,2
3830,Thane,Nagpur,272027566,Wilson Pune Junior College,Science,A,English,Commerce,63328,Open,59.99,62.129999999999995,68.5,,63.68,,68.77,,63.68,61.56,66.76,1
3831,Thane,Konkan,272076592,Dr. Bhandup Vidyalaya,Science,A,English,Science,80731,Open,96.1,87.1,,90.5,96.88,,89.19,,90.13,94.89,96.18,2
3832,Thane,Nashik,272041455,Elphinstone Bhandup College of Arts & Science,Arts,G,English,Arts,95610,Reserved,54.55,51.919999999999995,,,54.76,52.93,51.76,58.4,51.55,55.379999999999995,60.18,3
3833,Pune,Pune,272071805,K.C. Pune College of Commerce,Arts,U,Marathi,Science,32010,Reserved,84.50999999999999,88.50999999999999,82.94,,87.85,87.88,87.27,81.86,83.61,88.17,87.41,3
3834,Thane,Nashik,272073721,Shree Kalwa Institute,Science,A,Semi-English,General,47672,Reserved,59.620000000000005,65.38,67.8,57.870000000000005,66.39,,63.27,,60.47,65.32000000000001,67.09,1
3835,Pune,Nashik,272033817,N.S. Kalwa Junior College,Commerce,U,English,Science,36439,Reserved,77.78,80.66,82.86,80.5,,77.25,80.13,83.82,80.3,74.64,84.03999999999999,1
3836,Nashik,Konkan,272069891,Smt. Airoli Junior College,Science,A,Marathi,Arts,31491,Open,71.66000000000001,66.91000000000001,67.82000000000001,72.21000000000001,68.82000000000001,70.07000000000001,71.83000000000001,74.33000000000001,67.79,74.78,71.02000000000001,2
3837,Nashik,Konkan,272013692,Chhatrapati Kalwa College of Commerce,Arts,A,Semi-English,Arts,40386,Open,84.52000000000001,76.14,81.15,83.79,,,83.95,84.97,79.14,86.34,86.36,2
3838,Nashik,Pune,272030762,Tilak Andheri College of Arts & Science,Science,U,Semi-English,Commerce,35243,Reserved,57.839999999999996,58.29,,52.32,56.48,58.19,58.22,51.5,56.4,59.16,57.66,1
3839,Pune,Pune,272081395,Tilak Borivali College of Commerce,Arts,U,English,Science,99707,Open,75.96000000000001,70.79,,,72.89,70.11000000000001,76.84,72.08000000000001,77.72000000000001,75.76,74.4,1
3840,Pune,Nagpur,272087922,Rajmata Ghatkopar Junior College,Commerce,U,Marathi,General,41700,Reserved,67.49000000000001,68.09,68.28,67.44,67.45,66.32000000000001,74.79,73.8,69.75,74.26,71.98,3
3841,Mumbai,Aurangabad,272065289,Shree Ghatkopar Junior College,Commerce,G,English,Arts,16800,Reserved,66.35000000000001,71.78,73.18,,,65.42,73.91,68.31,73.19,66.98,74.54,2
3842,Thane,Nashik,272095217,Elphinstone Mulund Junior College,Science,A,Marathi,Arts,28756,Reserved,60.629999999999995,58.1,58.05,59.32,56.64,,62.0,59.14,57.41,63.79,62.97,3
3843,Nagpur,Nagpur,272059572,Pt. Bhandup College of Commerce,Commerce,A,English,General,38268,Open,82.05,84.42,87.14999999999999,,,,87.89999999999999,,80.8,78.5,83.83,3
3844,Nagpur,Nashik,272063721,Gokhale Bhandup College of Arts & Science,Commerce,A,English,Science,90842,Reserved,78.85000000000001,78.73,79.13000000000001,74.81,81.84,,78.64,75.36,80.03,79.36,78.3,1
3845,Thane,Konkan,272010614,K.C. Airoli College of Arts & Science,Science,A,English,Arts,87252,Open,59.64,56.349999999999994,61.099999999999994,55.97,59.949999999999996,63.919999999999995,61.69,62.599999999999994,57.57,64.44,62.709999999999994,3
3846,Nagpur,Konkan,272054972,Gokhale Bhandup College of Arts & Science,Commerce,U,English,Commerce,40118,Open,63.92,56.08,,54.92,62.43,55.25,55.37,64.58,60.03,58.81,64.59,2
3847,Nagpur,Nagpur,272042685,Gokhale Ghatkopar College of Arts & Science,Arts,G,Marathi,Arts,43060,Reserved,84.22,78.14999999999999,,82.69,84.08,,79.58,83.39999999999999,78.02,74.75,81.81,3
3848,Nagpur,Pune,272048664,Gokhale Ghatkopar Vidyalaya,Commerce,G,English,General,46690,Open,92.94,90.07000000000001,89.21,89.61,,,94.14,92.34,86.23,95.71000000000001,93.15,1
3849,Pune,Aurangabad,272033211,K.C. Kalwa College of Arts & Science,Commerce,G,Marathi,Science,59687,Reserved,68.3,69.25,,64.77,,,70.72999999999999,72.97,67.3,68.6,72.8,1
3850,Pune,Aurangabad,272078319,Dr. Kalwa Junior College,Science,G,English,Arts,12956,Reserved,72.58,69.63000000000001,,71.4,64.14,66.21000000000001,64.59,71.77000000000001,67.57000000000001,67.26,71.89,2
3851,Pune,Konkan,272020775,Elphinstone Borivali Vidyalaya,Commerce,G,English,Arts,62577,Reserved,91.92999999999999,86.39,94.01,92.12,89.52,,90.76,90.25,87.53,87.35,95.05,3
3852,Thane,Konkan,272059507,Pt. Airoli Junior College,Science,U,Marathi,Science,13608,Open,64.61,61.77,66.04,60.04,69.42,63.06,59.83,63.300000000000004,68.45,66.57000000000001,67.43,3
3853,Nashik,Aurangabad,272043408,Tilak Dadar Vidyalaya,Commerce,U,Semi-English,Science,59525,Reserved,57.16,54.15,,60.27,,,54.72,60.48,59.8,62.75,62.75,2
3854,Nagpur,Aurangabad,272043610,Gokhale Bhandup Vidyalaya,Arts,A,English,Commerce,84186,Reserved,57.83,51.57,57.629999999999995,58.6,,50.6,57.83,52.33,50.67,60.25,59.43,1
3855,Mumbai,Pune,272019003,Shree Kalwa Institute,Commerce,A,English,Arts,43893,Open,67.61999999999999,65.89999999999999,68.47999999999999,,,,72.42,,69.33,68.39999999999999,74.75,2
3856,Pune,Aurangabad,272099516,N.S. Kalwa Junior College,Science,U,Semi-English,Commerce,39696,Open,83.35,82.94,82.41,82.47999999999999,85.89999999999999,81.5,89.0,,84.66999999999999,83.0,88.49,3
3857,Mumbai,Nashik,272064029,S.M. Pune Vidyalaya,Science,G,English,Commerce,99135,Open,90.67,81.59,85.03,84.37,83.12,84.33,89.76,86.63,83.96000000000001,86.62,89.49000000000001,3
3858,Nagpur,Aurangabad,272020032,Shree Bhandup College of Commerce,Commerce,G,Semi-English,General,10302,Open,78.22,72.5,71.61,77.7,,,75.49000000000001,78.3,74.03,71.96000000000001,78.26,2
3859,Nashik,Amravati,272014582,Tilak Andheri Vidyalaya,Commerce,A,Marathi,Arts,62275,Open,52.64,52.47,60.83,,57.68,59.379999999999995,57.93,55.68,58.78,55.62,57.519999999999996,1
3860,Mumbai,Aurangabad,272023741,Shree Borivali College of Arts & Science,Arts,A,English,Science,90212,Reserved,86.27999999999999,85.30999999999999,82.50999999999999,,84.02,85.67999999999999,84.86,83.03999999999999,86.02999999999999,84.02999999999999,91.41,2
3861,Nagpur,Konkan,272091717,Rajmata Borivali Junior College,Arts,U,English,Commerce,55061,Reserved,90.53,92.19000000000001,91.58000000000001,88.35000000000001,90.15,92.01,89.54,,85.80000000000001,87.56,91.63000000000001,2
3862,Nagpur,Konkan,272070532,Pt. Airoli College of Arts & Science,Commerce,U,English,General,95769,Open,65.82,64.7,,61.62,63.65,65.15,61.6,68.09,68.51,68.04,65.55,3
3863,Pune,Amravati,272052379,Shree Kalwa Vidyalaya,Science,A,English,General,27106,Open,55.300000000000004,55.95,55.67,57.85,61.27,55.11,59.31,52.86,56.59,55.81,60.75,2
3864,Nashik,Nashik,272093179,Tilak Mulund Junior College,Science,A,Semi-English,Arts,34999,Open,52.7,50.870000000000005,60.040000000000006,,,54.68000000000001,52.7,60.260000000000005,55.480000000000004,62.24,59.540000000000006,2
3865,Nagpur,Aurangabad,272036835,Pt. Airoli College of Arts & Science,Science,G,Marathi,General,54698,Open,69.94000000000001,67.16000000000001,72.55000000000001,76.2,71.39,74.74000000000001,70.69000000000001,,71.59,76.52000000000001,76.27000000000001,3
3866,Nashik,Aurangabad,272053877,Shree Borivali Junior College,Science,A,Marathi,General,67363,Open,70.64,68.21,64.89999999999999,67.46,,64.36,71.24,69.45,70.38,66.78999999999999,69.84,1
3867,Pune,Amravati,272080177,Gokhale Borivali Junior College,Commerce,U,Marathi,Arts,80475,Open,64.96,66.74,,71.72999999999999,69.35,68.75999999999999,66.89999999999999,,71.63,64.08999999999999,72.27999999999999,1
3868,Mumbai,Pune,272093206,Smt. Airoli Junior College,Commerce,A,English,Commerce,61352,Open,76.61,78.53999999999999,77.6,,74.11,81.33999999999999,75.3,74.58,80.08999999999999,82.77,84.08999999999999,2
3869,Thane,Pune,272049270,Tilak Kalwa Institute,Commerce,G,Marathi,General,52351,Reserved,92.01,88.21000000000001,89.05000000000001,,,92.88000000000001,85.75,,95.47,86.62,92.7,1
3870,Thane,Nashik,272063686,N.S. Mulund Vidyalaya,Science,A,English,Commerce,28425,Open,93.34,89.64,98.47,,98.54,93.57000000000001,97.76,95.57000000000001,93.66,90.24000000000001,95.36,1
3871,Thane,Aurangabad,272044812,Shree Borivali Junior College,Science,A,Marathi,Commerce,88484,Open,64.02,56.33,59.489999999999995,63.46,59.169999999999995,63.199999999999996,59.379999999999995,60.199999999999996,64.91,56.449999999999996,62.96,3
3872,Nashik,Aurangabad,272015616,Tilak Kalwa Institute,Science,A,English,Commerce,50045,Reserved,69.05,64.97,71.92999999999999,72.06,67.32,,74.11,70.97,75.56,75.16,72.52,2
3873,Thane,Aurangabad,272058929,Vivekanand Ghatkopar College of Commerce,Science,A,Marathi,Science,21841,Open,83.25999999999999,80.78,,78.2,,76.33,77.33,,84.83,79.17,82.1,1
3874,Mumbai,Konkan,272026310,Tilak Airoli Institute,Arts,U,Semi-English,Arts,27896,Open,77.43,81.45,,83.81,,85.36,81.76,81.99000000000001,80.61,80.82000000000001,81.27000000000001,1
3875,Nagpur,Nagpur,272014911,Shree Mulund College of Commerce,Science,A,English,Arts,76302,Reserved,62.13,52.52,59.7,58.75,54.27,57.67,57.480000000000004,62.04,55.92,62.04,62.95,1
3876,Nashik,Pune,272034760,K.C. Thane Institute,Commerce,A,English,Commerce,55040,Reserved,89.72,88.65,,95.31,,,89.97,,96.1,90.37,92.66,2
3877,Mumbai,Nagpur,272097723,Tilak Ghatkopar Junior College,Science,U,Marathi,General,41777,Open,64.1,59.589999999999996,64.2,66.61999999999999,,61.809999999999995,67.2,63.309999999999995,60.31999999999999,63.79,66.21,1
3878,Nashik,Amravati,272083428,Smt. Mulund College of Arts & Science,Arts,U,English,Science,73228,Open,82.36,81.11999999999999,84.17999999999999,79.22999999999999,87.02999999999999,80.11999999999999,84.72999999999999,,82.74,79.47999999999999,83.72,3
3879,Nashik,Nagpur,272081678,Tilak Bhandup Vidyalaya,Commerce,G,Marathi,Science,16364,Reserved,84.42,88.08000000000001,88.66000000000001,,85.36,85.7,84.79,84.69000000000001,82.84,86.33000000000001,91.58000000000001,2
3880,Nashik,Konkan,272010160,R.D. Borivali College of Arts & Science,Science,A,Semi-English,Arts,14326,Reserved,87.22999999999999,93.78999999999999,95.56,93.67,89.75999999999999,88.45,93.75,87.36999999999999,89.45,87.47,93.52,1
3881,Pune,Konkan,272027743,Dr. Pune Vidyalaya,Commerce,U,English,Science,60140,Reserved,93.41,84.78999999999999,90.89999999999999,88.05,91.67999999999999,94.25999999999999,92.89,90.72999999999999,90.64,93.66,90.41,1
3882,Nagpur,Pune,272074279,Tilak Borivali College of Commerce,Commerce,G,English,Commerce,44721,Open,77.05,68.64999999999999,,76.39,,68.99,74.69999999999999,77.08,77.11,74.39,72.97999999999999,2
3883,Thane,Aurangabad,272038048,Rajmata Mulund Junior College,Arts,U,Marathi,Commerce,43267,Open,67.22,69.7,,,69.24,,70.04,,66.97,68.39,68.09,1
3884,Pune,Nashik,272011084,Tilak Andheri Junior College,Science,G,English,Arts,79607,Reserved,68.41000000000001,71.31,69.11000000000001,,71.59,,74.32000000000001,70.02000000000001,65.77000000000001,68.03,73.43,2
3885,Nagpur,Nagpur,272044610,K.C. Dadar College of Commerce,Arts,U,English,Arts,82834,Reserved,78.13,71.43,,79.99000000000001,77.66,72.59,72.27,79.66,73.8,76.05,78.29,3
3886,Thane,Amravati,272028705,Wilson Andheri College of Commerce,Arts,G,Semi-English,Science,54083,Reserved,85.43,86.49000000000001,86.9,87.65,93.03,,86.01,93.37,94.28,88.78,94.52000000000001,1
3887,Pune,Pune,272073780,Vivekanand Airoli Vidyalaya,Arts,U,Marathi,General,47652,Open,61.059999999999995,58.379999999999995,61.529999999999994,,62.849999999999994,,69.36999999999999,,63.919999999999995,62.29,65.78,1
3888,Pune,Nashik,272065010,K.C. Borivali Junior College,Commerce,G,English,Science,79692,Reserved,95.21,84.32,95.61,85.92,89.35,94.33,88.84,94.15,85.76,94.63,92.53999999999999,3
3889,Mumbai,Pune,272037332,Gokhale Borivali College of Commerce,Commerce,A,English,Arts,72767,Open,69.16,62.129999999999995,,72.06,,69.8,67.33,63.68,67.79,65.96,69.03,1
3890,Pune,Pune,272065341,Gokhale Ghatkopar Junior College,Commerce,G,Marathi,Commerce,54648,Open,75.96,78.16,73.71,78.47999999999999,,73.56,72.16,73.96,72.6,81.06,78.94,1
3891,Nashik,Pune,272027605,N.S. Ghatkopar College of Arts & Science,Arts,G,Marathi,Commerce,42166,Reserved,59.86,54.38,59.48,57.73,63.62,57.86,58.88,63.92,62.19,64.04,61.68,1
3892,Pune,Pune,272076730,Pt. Ghatkopar College of Arts & Science,Commerce,U,Semi-English,General,23976,Open,72.33,62.02000000000001,,68.35000000000001,66.89,73.01,65.23,69.04,72.0,66.5,70.25,3
3893,Nashik,Aurangabad,272023428,N.S. Borivali Institute,Commerce,G,English,General,25263,Open,75.35000000000001,65.56,74.99000000000001,68.55000000000001,74.41000000000001,,72.15,68.55000000000001,66.74000000000001,72.44000000000001,72.49000000000001,3
3894,Nagpur,Konkan,272044510,Tilak Ghatkopar Junior College,Commerce,A,Semi-English,Science,85845,Open,93.6,86.67999999999999,91.38,91.96,90.3,92.16,95.99,,88.72,93.47999999999999,95.55,1
3895,Nagpur,Nagpur,272093068,Wilson Mulund College of Commerce,Commerce,A,Marathi,Commerce,92804,Reserved,77.05,71.69,,79.14,,,71.38000000000001,78.86,77.45,75.75,78.31,2
3896,Nashik,Pune,272043969,Shree Borivali College of Arts & Science,Arts,G,Marathi,Science,78194,Reserved,61.910000000000004,59.47,56.55,60.71,60.6,53.21,58.32,61.97,58.71,59.04,60.63,1
3897,Mumbai,Nashik,272098661,S.M. Andheri Junior College,Science,G,Marathi,General,11285,Reserved,92.28,86.33,,95.25,89.25,,91.9,90.56,89.55,95.31,92.58,2
3898,Mumbai,Nagpur,272045466,Wilson Andheri College of Arts & Science,Arts,G,English,Arts,43544,Open,89.19,84.47999999999999,92.22,92.45,,90.86,93.1,91.14,87.67,85.19,90.3,1
3899,Nagpur,Nashik,272069413,Smt. Dadar Vidyalaya,Commerce,A,Semi-English,Science,31852,Open,76.10000000000001,73.49000000000001,79.75,75.19,78.26,76.4,77.32000000000001,71.43,76.05,76.91,80.15,1
3900,Pune,Nashik,272025212,Dr. Kalwa Institute,Arts,U,English,Science,57462,Reserved,67.91,64.98,,66.81,,71.99000000000001,67.87,71.0,66.03,68.74000000000001,69.31,3
3901,Nagpur,Konkan,272079319,Vivekanand Mulund Institute,Commerce,U,English,Commerce,55883,Reserved,80.39,76.9,,78.97,79.34,,79.29,81.60000000000001,79.28,77.30000000000001,78.61,1
3902,Nagpur,Konkan,272085892,Elphinstone Mulund Institute,Science,U,Semi-English,Commerce,50765,Open,61.18,59.68,58.65,,,,59.36,61.18,60.25,58.779999999999994,63.05,1
3903,Nashik,Nashik,272040135,Smt. Dadar Junior College,Arts,A,Marathi,Commerce,28765,Open,88.9,86.65,84.44,83.74,79.53,86.93,84.65,,80.76,85.08,88.32,3
3904,Mumbai,Aurangabad,272087591,Shree Ghatkopar College of Arts & Science,Science,U,Semi-English,Science,79390,Open,88.92,83.22999999999999,,,89.8,87.8,87.52,82.31,87.61,84.89,87.38,3
3905,Nashik,Konkan,272051548,Dr. Andheri Junior College,Arts,A,Marathi,Commerce,10846,Reserved,52.28,56.07,,54.73,61.38,55.41,52.59,60.16,56.55,51.98,58.75,2
